Year,Nationality,Placement State,Placement City,Value
2016,Burundi,Minnesota,Saint Paul,1
2016,Burundi,Missouri,Columbia,6
2016,Burundi,Missouri,Kansas City,12
2016,Burundi,Nebraska,Omaha,3
2016,Burundi,Nevada,Las Vegas,13
2016,Burundi,New Hampshire,Concord,6
2016,Burundi,New Hampshire,Manchester,25
2016,Burundi,New Mexico,Albuquerque,29
2016,Burundi,New York,Buffalo,17
2016,Burundi,New York,Rochester,13
2016,Burundi,New York,Syracuse,14
2016,Burundi,North Carolina,Greensboro,12
2016,Burundi,North Carolina,Wilmington,3
2016,Burundi,Ohio,Akron,4
2016,Burundi,Ohio,Cleveland,10
2016,Burundi,Ohio,Columbus,9
2016,Burundi,Ohio,Dayton,1
2016,Burundi,Oregon,Portland,6
2016,Burundi,Pennsylvania,Allentown,5
2016,Burundi,South Carolina,Columbia,6
2016,Burundi,South Dakota,Sioux Falls,19
2016,Burundi,Tennessee,Chattanooga,6
2016,Burundi,Tennessee,Knoxville,19
2016,Burundi,Tennessee,Memphis,5
2016,Burundi,Tennessee,Nashville,10
2016,Burundi,Texas,Abilene,10
2016,Burundi,Texas,Austin,5
2016,Burundi,Texas,Dallas,7
2016,Burundi,Texas,Fort Worth,32
2016,Burundi,Texas,Houston,18
2016,Burundi,Texas,San Antonio,2
2016,Burundi,Utah,Salt Lake City,43
2016,Burundi,Virginia,Newport News,8
2016,Burundi,Virginia,Roanoke,5
2016,Cambodia,California,Glendale,6
2016,Cambodia,California,Oakland,2
2016,Cambodia,Florida,Jacksonville,7
2016,Cambodia,North Carolina,Durham,2
2016,Cameroon,Arizona,Phoenix,4
2016,Cameroon,Arizona,Tucson,1
2016,Cameroon,California,Oakland,3
2016,Cameroon,California,San Jose,1
2016,Cameroon,Colorado,Denver,1
2016,Cameroon,Georgia,Atlanta,1
2016,Cameroon,Maryland,Silver Spring,2
2016,Cameroon,Massachusetts,South Boston,1
2016,Cameroon,New York,Rochester,2
2016,Cameroon,Texas,Austin,1
2016,Cameroon,Virginia,Roanoke,1
2016,Central African Republic,Alabama,Mobile,5
2016,Central African Republic,Arizona,Glendale,6
2016,Central African Republic,Arizona,Phoenix,36
2016,Central African Republic,California,San Diego,11
2016,Central African Republic,Colorado,Colorado Springs,16
2016,Central African Republic,Colorado,Denver,50
2016,Central African Republic,Connecticut,Hartford,6
2016,Central African Republic,Florida,Jacksonville,8
2016,Central African Republic,Florida,Orlando,3
2016,Central African Republic,Florida,Tampa,6
2016,Central African Republic,Georgia,Atlanta,35
2016,Central African Republic,Georgia,Clarkston,1
2016,Central African Republic,Georgia,Decatur,6
2016,Central African Republic,Georgia,Stone Mountain,12
2016,Central African Republic,Idaho,Boise,1
2016,Central African Republic,Illinois,Chicago,49
2016,Central African Republic,Illinois,Rockford,19
2016,Central African Republic,Indiana,Indianapolis,12
2016,Central African Republic,Kansas,Wichita,15
2016,Central African Republic,Kentucky,Bowling Green,1
2016,Central African Republic,Kentucky,Louisville,4
2016,Central African Republic,Maine,Lewiston,6
2016,Central African Republic,Maryland,Silver Spring,3
2016,Central African Republic,Massachusetts,Worcester,31
2016,Central African Republic,Missouri,Kansas City,1
2016,Central African Republic,Nevada,Las Vegas,3
2016,Central African Republic,New Mexico,Albuquerque,30
2016,Central African Republic,New York,Rochester,5
2016,Central African Republic,New York,Syracuse,16
2016,Central African Republic,North Carolina,Durham,10
2016,Central African Republic,North Carolina,Greensboro,11
2016,Central African Republic,Ohio,Cincinnati,7
2016,Central African Republic,Ohio,Cleveland,7
2016,Central African Republic,Oregon,Portland,11
2016,Central African Republic,Pennsylvania,Harrisburg,8
2016,Central African Republic,Pennsylvania,Lancaster,1
2016,Central African Republic,Pennsylvania,Philadelphia,4
2016,Central African Republic,Tennessee,Nashville,8
2016,Central African Republic,Texas,Dallas,42
2016,Central African Republic,Texas,Fort Worth,9
2016,Central African Republic,Texas,San Antonio,5
2016,Central African Republic,Utah,Murray,1
2016,Central African Republic,Utah,Salt Lake City,31
2016,Central African Republic,Utah,West Valley City,3
2016,Chad,Arizona,Tucson,5
2016,Chad,Florida,Tampa,1
2016,Chad,North Carolina,Durham,1
2016,China,California,Los Angeles,2
2016,China,California,Oakland,5
2016,China,Colorado,Denver,4
2016,China,Illinois,Chicago,6
2016,China,Indiana,Indianapolis,6
2016,China,Maryland,Silver Spring,1
2016,China,Massachusetts,Boston,4
2016,China,Massachusetts,Lowell,1
2016,China,Michigan,Grand Rapids,1
2016,China,Minnesota,Saint Paul,2
2016,China,Nevada,Las Vegas,3
2016,China,New York,Brooklyn,2
2016,China,New York,Flushing,2
2016,China,New York,Syracuse,1
2016,China,Oregon,Portland,5
2016,China,Texas,Houston,2
2016,China,Utah,Salt Lake City,2
2016,China,Washington,Seattle,3
2016,China,Washington,Spokane,1
2016,China,Wisconsin,Green Bay,3
2016,Colombia,Alabama,Mobile,2
2016,Colombia,Arizona,Glendale,1
2016,Colombia,Arizona,Tucson,4
2016,Colombia,California,San Diego,5
2016,Colombia,Colorado,Colorado Springs,3
2016,Colombia,Colorado,Denver,2
2016,Colombia,Connecticut,Bridgeport,6
2016,Colombia,Connecticut,New Haven,4
2016,Colombia,Florida,Clearwater,7
2016,Colombia,Florida,Doral,41
2016,Colombia,Florida,Jacksonville,8
2016,Colombia,Florida,Lake Worth,3
2016,Colombia,Florida,Lauderdale Lakes,16
2016,Colombia,Florida,Miami,75
2016,Colombia,Florida,Miami Springs,14
2016,Colombia,Florida,Orlando,22
2016,Colombia,Florida,Palm Springs,45
2016,Colombia,Florida,Tampa,24
2016,Colombia,Georgia,Atlanta,4
2016,Colombia,Illinois,Chicago,10
2016,Colombia,Illinois,Moline,5
2016,Colombia,Maryland,Riverdale,5
2016,Colombia,Maryland,Silver Spring,1
2016,Colombia,Massachusetts,Boston,5
2016,Colombia,Missouri,Saint Louis,11
2016,Colombia,Nevada,Las Vegas,9
2016,Colombia,New Jersey,Absecon,3
2016,Colombia,New Jersey,Elizabeth,2
2016,Colombia,New Mexico,Albuquerque,2
2016,Colombia,New York,Buffalo,17
2016,Colombia,New York,New York,4
2016,Colombia,North Carolina,Charlotte,1
2016,Colombia,North Carolina,Durham,11
2016,Colombia,North Carolina,Greensboro,3
2016,Colombia,North Carolina,New Bern,21
2016,Colombia,North Carolina,Raleigh,1
2016,Colombia,North Carolina,Wilmington,4
2016,Colombia,Pennsylvania,Pittsburgh,16
2016,Colombia,Tennessee,Chattanooga,1
2016,Colombia,Tennessee,Memphis,2
2016,Colombia,Tennessee,Nashville,3
2016,Colombia,Texas,Farmers Branch,3
2016,Colombia,Texas,Fort Worth,7
2016,Colombia,Virginia,Charlottesville,4
2016,Colombia,Virginia,Harrisonburg,6
2016,Colombia,Washington,Kennewick,4
2016,Colombia,Washington,Richland,29
2016,Congo,Arizona,Tucson,1
2016,Congo,Kentucky,Louisville,1
2016,Congo,Minnesota,Saint Paul,4
2016,Congo,North Carolina,Greensboro,1
2016,Congo,Pennsylvania,Scranton,1
2016,Congo,Tennessee,Memphis,5
2016,Congo,Texas,Houston,3
2016,Croatia,Oregon,Portland,2
2016,Cuba,Alabama,Mobile,2
2016,Cuba,Arizona,Glendale,1
2016,Cuba,Arizona,Phoenix,2
2016,Cuba,Arizona,Tucson,3
2016,Cuba,California,San Diego,1
2016,Cuba,Florida,Clearwater,13
2016,Cuba,Florida,Doral,12
2016,Cuba,Florida,Fort Myers,2
2016,Cuba,Florida,Hialeah,13
2016,Cuba,Florida,Hialeah Gardens,4
2016,Cuba,Florida,Homestead,3
2016,Cuba,Florida,Jacksonville,8
2016,Cuba,Florida,Largo,2
2016,Cuba,Florida,Lauderdale Lakes,10
2016,Cuba,Florida,Lehigh Acres,3
2016,Cuba,Florida,Miami,74
2016,Cuba,Florida,Miami Lakes,5
2016,Cuba,Florida,Miami Springs,16
2016,Cuba,Florida,Naples,8
2016,Cuba,Florida,Orlando,14
2016,Cuba,Florida,Palm Springs,18
2016,Cuba,Florida,Sarasota,4
2016,Cuba,Florida,Tampa,34
2016,Cuba,Georgia,Austell,3
2016,Cuba,Georgia,Cumming,2
2016,Cuba,Georgia,Savannah,2
2016,Cuba,Illinois,Chicago,1
2016,Cuba,Illinois,Lansing,3
2016,Cuba,Illinois,West Chicago,3
2016,Cuba,Kentucky,Bowling Green,2
2016,Cuba,Kentucky,Louisville,10
2016,Cuba,Louisiana,Baton Rouge,3
2016,Cuba,Maryland,Riverdale,4
2016,Cuba,Missouri,Columbia,2
2016,Cuba,Missouri,Kansas City,1
2016,Cuba,Nevada,Las Vegas,11
2016,Cuba,New Jersey,Elizabeth,11
2016,Cuba,New Jersey,West New York,1
2016,Cuba,New York,Syracuse,1
2016,Cuba,North Carolina,High Point,1
2016,Cuba,Oregon,Portland,1
2016,Cuba,Pennsylvania,Leola,2
2016,Cuba,Rhode Island,Providence,1
2016,Cuba,Tennessee,Chattanooga,1
2016,Cuba,Tennessee,Nashville,3
2016,Cuba,Texas,Arlington,4
2016,Cuba,Texas,Austin,5
2016,Cuba,Texas,Dallas,2
2016,Cuba,Texas,Houston,8
2016,Cuba,Texas,Irving,1
2016,Cuba,Texas,Katy,2
2016,Cuba,Texas,San Antonio,4
2016,Cuba,Virginia,Newport News,1
2016,Cuba,Wisconsin,Oshkosh,3
2016,Dem. Rep. Congo,Alabama,Mobile,54
2016,Dem. Rep. Congo,Alaska,Anchorage,24
2016,Dem. Rep. Congo,Arizona,Avondale,1
2016,Dem. Rep. Congo,Arizona,Glendale,398
2016,Dem. Rep. Congo,Arizona,Phoenix,679
2016,Dem. Rep. Congo,Arizona,Tucson,530
2016,Dem. Rep. Congo,Arkansas,Fayetteville,4
2016,Dem. Rep. Congo,California,Campbell,3
2016,Dem. Rep. Congo,California,El Cajon,27
2016,Dem. Rep. Congo,California,Irvine,1
2016,Dem. Rep. Congo,California,La Mesa,13
2016,Dem. Rep. Congo,California,Los Angeles,1
2016,Dem. Rep. Congo,California,Oakland,13
2016,Dem. Rep. Congo,California,Sacramento,18
2016,Dem. Rep. Congo,California,San Diego,635
2016,Dem. Rep. Congo,California,San Jose,2
2016,Dem. Rep. Congo,Colorado,Aurora,19
2016,Dem. Rep. Congo,Colorado,Colorado Springs,73
2016,Dem. Rep. Congo,Colorado,Denver,163
2016,Dem. Rep. Congo,Colorado,Greeley,3
2016,Dem. Rep. Congo,Connecticut,Bridgeport,71
2016,Dem. Rep. Congo,Connecticut,Hartford,106
2016,Dem. Rep. Congo,Connecticut,New Haven,67
2016,Dem. Rep. Congo,Connecticut,Norwich,6
2016,Dem. Rep. Congo,District of Columbia,Washington,1
2016,Dem. Rep. Congo,Florida,Clearwater,87
2016,Dem. Rep. Congo,Florida,Delray Beach,15
2016,Dem. Rep. Congo,Florida,Doral,33
2016,Dem. Rep. Congo,Florida,Jacksonville,106
2016,Dem. Rep. Congo,Florida,Lake Worth,1
2016,Dem. Rep. Congo,Florida,Lauderdale Lakes,26
2016,Dem. Rep. Congo,Florida,Miami,36
2016,Dem. Rep. Congo,Florida,Orlando,140
2016,Dem. Rep. Congo,Florida,Tallahassee,168
2016,Dem. Rep. Congo,Florida,Tampa,123
2016,Dem. Rep. Congo,Georgia,Atlanta,718
2016,Dem. Rep. Congo,Georgia,Clarkston,16
2016,Dem. Rep. Congo,Georgia,Savannah,4
2016,Dem. Rep. Congo,Georgia,Stone Mountain,118
2016,Dem. Rep. Congo,Idaho,Boise,391
2016,Dem. Rep. Congo,Idaho,Twin Falls,209
2016,Dem. Rep. Congo,Illinois,Aurora,40
2016,Dem. Rep. Congo,Illinois,Carol Stream,1
2016,Dem. Rep. Congo,Illinois,Chicago,333
2016,Dem. Rep. Congo,Illinois,Evanston,8
2016,Dem. Rep. Congo,Illinois,Glen Ellyn,1
2016,Dem. Rep. Congo,Illinois,Moline,60
2016,Dem. Rep. Congo,Illinois,Rock Island,8
2016,Dem. Rep. Congo,Illinois,Rockford,117
2016,Dem. Rep. Congo,Indiana,Indianapolis,299
2016,Dem. Rep. Congo,Iowa,Altoona,1
2016,Dem. Rep. Congo,Iowa,Cedar Rapids,65
2016,Dem. Rep. Congo,Iowa,Des Moines,183
2016,Dem. Rep. Congo,Iowa,Iowa City,10
2016,Dem. Rep. Congo,Iowa,Johnston,2
2016,Dem. Rep. Congo,Iowa,Urbandale,21
2016,Dem. Rep. Congo,Iowa,West Des Moines,5
2016,Dem. Rep. Congo,Kansas,Kansas City,80
2016,Dem. Rep. Congo,Kansas,Olathe,5
2016,Dem. Rep. Congo,Kansas,Wichita,304
2016,Dem. Rep. Congo,Kentucky,Bowling Green,223
2016,Dem. Rep. Congo,Kentucky,Georgetown,5
2016,Dem. Rep. Congo,Kentucky,Lexington,239
2016,Dem. Rep. Congo,Kentucky,Louisville,444
2016,Dem. Rep. Congo,Louisiana,Baton Rouge,21
2016,Dem. Rep. Congo,Maine,Portland,168
2016,Dem. Rep. Congo,Maryland,Baltimore,258
2016,Dem. Rep. Congo,Maryland,Riverdale,58
2016,Dem. Rep. Congo,Maryland,Silver Spring,90
2016,Dem. Rep. Congo,Massachusetts,Boston,30
2016,Dem. Rep. Congo,Massachusetts,Lowell,90
2016,Dem. Rep. Congo,Massachusetts,Randolph,10
2016,Dem. Rep. Congo,Massachusetts,South Boston,9
2016,Dem. Rep. Congo,Massachusetts,Springfield,48
2016,Dem. Rep. Congo,Massachusetts,Waltham,1
2016,Dem. Rep. Congo,Massachusetts,West Springfield,45
2016,Dem. Rep. Congo,Massachusetts,Worcester,84
2016,Dem. Rep. Congo,Michigan,Battle Creek,14
2016,Dem. Rep. Congo,Michigan,Grand Rapids,481
2016,Dem. Rep. Congo,Michigan,Lansing,261
2016,Dem. Rep. Congo,Michigan,Troy,32
2016,Dem. Rep. Congo,Minnesota,Bloomington,6
2016,Dem. Rep. Congo,Minnesota,Brooklyn Center,6
2016,Dem. Rep. Congo,Minnesota,Chaska,14
2016,Dem. Rep. Congo,Minnesota,Minneapolis,34
2016,Dem. Rep. Congo,Minnesota,Richfield,11
2016,Dem. Rep. Congo,Minnesota,Saint Paul,27
2016,Dem. Rep. Congo,Mississippi,Jackson,1
2016,Dem. Rep. Congo,Missouri,Arnold,5
2016,Dem. Rep. Congo,Missouri,Caulfield,8
2016,Dem. Rep. Congo,Missouri,Columbia,93
2016,Dem. Rep. Congo,Missouri,Gladstone,7
2016,Dem. Rep. Congo,Missouri,Kansas City,279
2016,Dem. Rep. Congo,Missouri,Saint Louis,191
2016,Dem. Rep. Congo,Missouri,Springfield,90
2016,Dem. Rep. Congo,Montana,Missoula,27
2016,Dem. Rep. Congo,Nebraska,Omaha,131
2016,Dem. Rep. Congo,Nevada,Las Vegas,326
2016,Dem. Rep. Congo,Nevada,Reno,17
2016,Dem. Rep. Congo,New Hampshire,Concord,184
2016,Dem. Rep. Congo,New Hampshire,Manchester,88
2016,Dem. Rep. Congo,New Hampshire,Nashua,19
2016,Dem. Rep. Congo,New Jersey,Elizabeth,54
2016,Dem. Rep. Congo,New Jersey,Jersey City,6
2016,Dem. Rep. Congo,New Mexico,Albuquerque,160
2016,Dem. Rep. Congo,New York,Albany,72
2016,Dem. Rep. Congo,New York,Buffalo,534
2016,Dem. Rep. Congo,New York,New York,7
2016,Dem. Rep. Congo,New York,Rochester,147
2016,Dem. Rep. Congo,New York,Syracuse,376
2016,Dem. Rep. Congo,New York,Utica,32
2016,Dem. Rep. Congo,North Carolina,Carrboro,2
2016,Dem. Rep. Congo,North Carolina,Charlotte,97
2016,Dem. Rep. Congo,North Carolina,Durham,149
2016,Dem. Rep. Congo,North Carolina,Goldsboro,1
2016,Dem. Rep. Congo,North Carolina,Greensboro,287
2016,Dem. Rep. Congo,North Carolina,High Point,99
2016,Dem. Rep. Congo,North Carolina,Jamestown,3
2016,Dem. Rep. Congo,North Carolina,New Bern,86
2016,Dem. Rep. Congo,North Carolina,Raleigh,277
2016,Dem. Rep. Congo,North Carolina,Wilmington,118
2016,Dem. Rep. Congo,North Carolina,Winston-Salem,19
2016,Dem. Rep. Congo,North Dakota,Bismarck,19
2016,Dem. Rep. Congo,North Dakota,Fargo,47
2016,Dem. Rep. Congo,North Dakota,Grand Forks,4
2016,Dem. Rep. Congo,Ohio,Akron,197
2016,Dem. Rep. Congo,Ohio,Cincinnati,107
2016,Dem. Rep. Congo,Ohio,Cleveland,230
2016,Dem. Rep. Congo,Ohio,Cleveland Heights,62
2016,Dem. Rep. Congo,Ohio,Columbus,162
2016,Dem. Rep. Congo,Ohio,Dayton,222
2016,Dem. Rep. Congo,Ohio,Hamilton,1
2016,Dem. Rep. Congo,Ohio,Kettering,10
2016,Dem. Rep. Congo,Ohio,Lakewood,5
2016,Dem. Rep. Congo,Oklahoma,Oklahoma City,4
2016,Dem. Rep. Congo,Oregon,Portland,153
2016,Dem. Rep. Congo,Pennsylvania,Allentown,16
2016,Dem. Rep. Congo,Pennsylvania,Erie,186
2016,Dem. Rep. Congo,Pennsylvania,Harrisburg,23
2016,Dem. Rep. Congo,Pennsylvania,Lancaster,177
2016,Dem. Rep. Congo,Pennsylvania,Mechanicsburg,5
2016,Dem. Rep. Congo,Pennsylvania,New Cumberland,6
2016,Dem. Rep. Congo,Pennsylvania,Norristown,1
2016,Dem. Rep. Congo,Pennsylvania,Philadelphia,175
2016,Dem. Rep. Congo,Pennsylvania,Pittsburgh,127
2016,Dem. Rep. Congo,Pennsylvania,Roslyn,5
2016,Dem. Rep. Congo,Pennsylvania,Scranton,98
2016,Dem. Rep. Congo,Rhode Island,Providence,134
2016,Dem. Rep. Congo,South Carolina,Columbia,79
2016,Dem. Rep. Congo,South Carolina,Spartanburg,23
2016,Dem. Rep. Congo,South Dakota,Sioux Falls,96
2016,Dem. Rep. Congo,Tennessee,Antioch,7
2016,Dem. Rep. Congo,Tennessee,Knoxville,97
2016,Dem. Rep. Congo,Tennessee,Memphis,58
2016,Dem. Rep. Congo,Tennessee,Nashville,447
2016,Dem. Rep. Congo,Texas,Abilene,182
2016,Dem. Rep. Congo,Texas,Amarillo,71
2016,Dem. Rep. Congo,Texas,Austin,167
2016,Dem. Rep. Congo,Texas,Dallas,369
2016,Dem. Rep. Congo,Texas,Fort Worth,630
2016,Dem. Rep. Congo,Texas,Haltom City,5
2016,Dem. Rep. Congo,Texas,Houston,598
2016,Dem. Rep. Congo,Texas,Midland,10
2016,Dem. Rep. Congo,Texas,Odessa,1
2016,Dem. Rep. Congo,Texas,Saginaw,2
2016,Dem. Rep. Congo,Texas,San Antonio,186
2016,Dem. Rep. Congo,Texas,Watauga,4
2016,Dem. Rep. Congo,Utah,Murray,13
2016,Dem. Rep. Congo,Utah,Salt Lake City,362
2016,Dem. Rep. Congo,Utah,Taylorsville,7
2016,Dem. Rep. Congo,Vermont,Burlington,51
2016,Dem. Rep. Congo,Vermont,Colchester,26
2016,Dem. Rep. Congo,Vermont,South Burlington,1
2016,Dem. Rep. Congo,Virginia,Charlottesville,36
2016,Dem. Rep. Congo,Virginia,Harrisonburg,99
2016,Dem. Rep. Congo,Virginia,Newport News,116
2016,Dem. Rep. Congo,Virginia,Richmond,70
2016,Dem. Rep. Congo,Virginia,Roanoke,29
2016,Dem. Rep. Congo,Washington,Kent,8
2016,Dem. Rep. Congo,Washington,Richland,37
2016,Dem. Rep. Congo,Washington,Seattle,64
2016,Dem. Rep. Congo,Washington,Spokane,91
2016,Dem. Rep. Congo,Washington,Tacoma,2
2016,Dem. Rep. Congo,Wisconsin,Appleton,32
2016,Dem. Rep. Congo,Wisconsin,Milwaukee,165
2016,Dem. Rep. Congo,Wisconsin,Ohskosh,6
2016,Dem. Rep. Congo,Wisconsin,Oshkosh,59
2016,Djibouti,Utah,Logan,2
2016,Egypt,California,Anaheim,3
2016,Egypt,California,Huntington Beach,3
2016,Egypt,California,Los Angeles,1
2016,Egypt,California,San Diego,4
2016,Egypt,Illinois,Glen Ellyn,2
2016,Egypt,Maryland,Baltimore,3
2016,Egypt,New Jersey,Elizabeth,4
2016,Egypt,New Jersey,Jersey City,1
2016,Egypt,New York,Buffalo,2
2016,Egypt,New York,Rochester,1
2016,Egypt,South Carolina,Greer,1
2016,Egypt,Texas,Houston,2
2016,El Salvador,Arkansas,Russellville,1
2016,El Salvador,Arkansas,Springdale,1
2016,El Salvador,California,Antioch,1
2016,El Salvador,California,Bell,2
2016,El Salvador,California,Burbank,1
2016,El Salvador,California,Fontana,2
2016,El Salvador,California,Glendale,27
2016,El Salvador,California,Huntington Park,5
2016,El Salvador,California,Long Beach,1
2016,El Salvador,California,Los Angeles,44
2016,El Salvador,California,Mendota,2
2016,El Salvador,California,North Hills,3
2016,El Salvador,California,North Hollywood,2
2016,El Salvador,California,Oakland,22
2016,El Salvador,California,Oxnard,4
2016,El Salvador,California,Pacoima,3
2016,El Salvador,California,Palmdale,2
2016,El Salvador,California,Panorama City,1
2016,El Salvador,California,Paramount,1
2016,El Salvador,California,Perris,3
2016,El Salvador,California,Reseda,4
2016,El Salvador,California,San Bernardino,2
2016,El Salvador,California,San Jose,6
2016,El Salvador,California,Turlock,3
2016,El Salvador,California,Van Nuys,2
2016,El Salvador,California,Whittier,4
2016,El Salvador,California,Woodland,3
2016,El Salvador,Colorado,Denver,12
2016,El Salvador,District of Columbia,Washington,1
2016,El Salvador,Florida,Clearwater,2
2016,El Salvador,Florida,Delray Beach,1
2016,El Salvador,Florida,Fort Lauderdale,1
2016,El Salvador,Florida,Hialeah,1
2016,El Salvador,Florida,Homestead,1
2016,El Salvador,Florida,Kissimmee,1
2016,El Salvador,Florida,Lantana,2
2016,El Salvador,Florida,Lauderdale Lakes,1
2016,El Salvador,Florida,Miami,3
2016,El Salvador,Florida,North Lauderdale,2
2016,El Salvador,Florida,Orlando,2
2016,El Salvador,Florida,West Palm Beach,3
2016,El Salvador,Georgia,Athens,2
2016,El Salvador,Georgia,Atlanta,42
2016,El Salvador,Georgia,Buford,3
2016,El Salvador,Georgia,Carlton,2
2016,El Salvador,Georgia,Cartersville,1
2016,El Salvador,Georgia,Commerce,1
2016,El Salvador,Georgia,Covington,5
2016,El Salvador,Georgia,Douglasville,2
2016,El Salvador,Georgia,Dunwoody,1
2016,El Salvador,Georgia,East Point,1
2016,El Salvador,Georgia,Gainesville,2
2016,El Salvador,Georgia,Lawrenceville,8
2016,El Salvador,Georgia,Lilburn,3
2016,El Salvador,Georgia,Mableton,3
2016,El Salvador,Georgia,Marietta,5
2016,El Salvador,Georgia,Norcross,6
2016,El Salvador,Georgia,Powder Springs,1
2016,El Salvador,Georgia,Roswell,3
2016,El Salvador,Georgia,Smyrna,1
2016,El Salvador,Georgia,Winder,1
2016,El Salvador,Georgia,Woodstock,1
2016,El Salvador,Illinois,Chicago,3
2016,El Salvador,Illinois,Wheeling,2
2016,El Salvador,Indiana,Evansville,1
2016,El Salvador,Indiana,Indianapolis,1
2016,El Salvador,Iowa,Des Moines,3
2016,El Salvador,Iowa,Osceola,2
2016,El Salvador,Kentucky,Bowling Green,1
2016,El Salvador,Louisiana,New Orleans,1
2016,El Salvador,Maryland,Baltimore,26
2016,El Salvador,Maryland,Elkridge,3
2016,El Salvador,Maryland,Hanover,1
2016,El Salvador,Maryland,Hyattsville,2
2016,El Salvador,Maryland,Montgomery Village,1
2016,El Salvador,Maryland,Riverdale,2
2016,El Salvador,Maryland,Silver Spring,46
2016,El Salvador,Massachusetts,Boston,8
2016,El Salvador,Massachusetts,Chelsea,5
2016,El Salvador,Massachusetts,East Boston,8
2016,El Salvador,Massachusetts,Everett,3
2016,El Salvador,Massachusetts,Hyannis,4
2016,El Salvador,Massachusetts,Lynn,2
2016,El Salvador,Massachusetts,Nantucket,2
2016,El Salvador,Massachusetts,Revere,1
2016,El Salvador,Massachusetts,Somerville,3
2016,El Salvador,Massachusetts,South Boston,1
2016,El Salvador,Michigan,Troy,3
2016,El Salvador,Minnesota,Bloomington,2
2016,El Salvador,Minnesota,Richfield,1
2016,El Salvador,Minnesota,Rochester,1
2016,El Salvador,Minnesota,Saint Paul,6
2016,El Salvador,Missouri,Kansas City,1
2016,El Salvador,Nevada,Las Vegas,6
2016,El Salvador,Nevada,Reno,2
2016,El Salvador,New Hampshire,Nashua,1
2016,El Salvador,New Jersey,Elizabeth,4
2016,El Salvador,New Jersey,Jersey City,14
2016,El Salvador,New York,Amityville,2
2016,El Salvador,New York,Bay Shore,2
2016,El Salvador,New York,Bellport,4
2016,El Salvador,New York,Brentwood,10
2016,El Salvador,New York,Central Islip,2
2016,El Salvador,New York,Copiague,1
2016,El Salvador,New York,Freeport,4
2016,El Salvador,New York,Fresh Meadows,1
2016,El Salvador,New York,Great Neck,3
2016,El Salvador,New York,Hempstead,3
2016,El Salvador,New York,Levittown,1
2016,El Salvador,New York,Mamaroneck,1
2016,El Salvador,New York,Mineola,3
2016,El Salvador,New York,New York,9
2016,El Salvador,New York,Oakdale,1
2016,El Salvador,New York,Oyster Bay,5
2016,El Salvador,New York,Patchogue,1
2016,El Salvador,New York,Roosevelt,1
2016,El Salvador,New York,Uniondale,1
2016,El Salvador,New York,Utica,4
2016,El Salvador,New York,West Nyack,1
2016,El Salvador,New York,Westbury,2
2016,El Salvador,North Carolina,Charlotte,11
2016,El Salvador,North Carolina,Clayton,2
2016,El Salvador,North Carolina,Conover,1
2016,El Salvador,North Carolina,Creedmoor,3
2016,El Salvador,North Carolina,Durham,17
2016,El Salvador,North Carolina,Statesville,1
2016,El Salvador,North Carolina,Swannanoa,1
2016,El Salvador,North Carolina,Walkertown,1
2016,El Salvador,North Carolina,Wilmington,2
2016,El Salvador,Ohio,Columbus,2
2016,El Salvador,Oregon,Portland,5
2016,El Salvador,Pennsylvania,Lancaster,2
2016,El Salvador,Rhode Island,Cranston,1
2016,El Salvador,South Carolina,Belton,1
2016,El Salvador,South Carolina,Columbia,4
2016,El Salvador,South Dakota,Sioux Falls,1
2016,El Salvador,Tennessee,Memphis,3
2016,El Salvador,Tennessee,Nashville,3
2016,El Salvador,Tennessee,Smyrna,1
2016,El Salvador,Texas,Austin,4
2016,El Salvador,Texas,Dallas,37
2016,El Salvador,Texas,Euless,1
2016,El Salvador,Texas,Galveston,1
2016,El Salvador,Texas,Grand Prairie,1
2016,El Salvador,Texas,Houston,44
2016,El Salvador,Texas,Justin,2
2016,El Salvador,Texas,Katy,4
2016,El Salvador,Virginia,Alexandria,5
2016,El Salvador,Virginia,Arlington,7
2016,El Salvador,Virginia,Chantilly,4
2016,El Salvador,Virginia,Dumfries,1
2016,El Salvador,Virginia,Falls Church,31
2016,El Salvador,Virginia,Fredericksburg,1
2016,El Salvador,Virginia,Harrisonburg,4
2016,El Salvador,Virginia,Herndon,4
2016,El Salvador,Virginia,Manassas,13
2016,El Salvador,Virginia,Manassas Park,2
2016,El Salvador,Virginia,Richmond,8
2016,El Salvador,Virginia,Sterling,2
2016,El Salvador,Virginia,Woodbridge,3
2016,El Salvador,Washington,Seattle,1
2016,El Salvador,Washington,Tacoma,1
2016,Eritrea,Alaska,Anchorage,7
2016,Eritrea,Arizona,Glendale,18
2016,Eritrea,Arizona,Phoenix,54
2016,Eritrea,Arizona,Tucson,45
2016,Eritrea,California,Carmichael,1
2016,Eritrea,California,Los Angeles,2
2016,Eritrea,California,Los Gatos,1
2016,Eritrea,California,Montebello,2
2016,Eritrea,California,Oakland,13
2016,Eritrea,California,San Diego,40
2016,Eritrea,California,San Francisco,2
2016,Eritrea,California,San Jose,3
2016,Eritrea,Colorado,Denver,58
2016,Eritrea,Colorado,Fort Morgan,3
2016,Eritrea,Colorado,Greeley,4
2016,Eritrea,Connecticut,Bridgeport,39
2016,Eritrea,Connecticut,New Haven,3
2016,Eritrea,Florida,Clearwater,2
2016,Eritrea,Florida,Doral,11
2016,Eritrea,Florida,Jacksonville,78
